              0	              0	      0.0797737	       0.064253	       0.114155	       0.152884	      0.0975086	      0.0634215	       0.152884	       0.114155	      0.0975086	      0.0634215
              0	              0	       0.064253	      0.0797737	      0.0634215	      0.0975086	       0.152884	       0.114155	      0.0975086	      0.0634215	       0.152884	       0.114155
      0.0797776	      0.0642561	              0	              0	       0.176499	       0.101663	       0.075909	      0.0739194	       0.101663	       0.176499	       0.075909	      0.0739194
      0.0642561	      0.0797776	              0	              0	      0.0739194	       0.075909	       0.101663	       0.176499	       0.075909	      0.0739194	       0.101663	       0.176499
      0.0975096	      0.0634255	       0.176501	       0.101659	              0	              0	      0.0720161	      0.0720122	       0.101663	       0.176499	      0.0739234	       0.075905
       0.152886	       0.114163	      0.0739205	      0.0759061	              0	              0	      0.0720161	      0.0720122	       0.075909	      0.0739194	       0.176508	       0.101657
       0.114163	       0.152886	      0.0759061	      0.0739205	      0.0720122	      0.0720161	              0	              0	       0.176508	       0.101657	       0.075909	      0.0739194
      0.0634255	      0.0975096	       0.101659	       0.176501	      0.0720122	      0.0720161	              0	              0	      0.0739234	       0.075905	       0.101663	       0.176499
       0.152886	       0.114163	      0.0739205	      0.0759061	      0.0739194	       0.075909	       0.176508	       0.101657	              0	              0	      0.0720161	      0.0720122
      0.0975096	      0.0634255	       0.176501	       0.101659	       0.176499	       0.101663	      0.0739234	       0.075905	              0	              0	      0.0720161	      0.0720122
       0.114163	       0.152886	      0.0759061	      0.0739205	       0.101657	       0.176508	       0.075909	      0.0739194	      0.0720161	      0.0720122	              0	              0
      0.0634255	      0.0975096	       0.101659	       0.176501	       0.075905	      0.0739234	       0.101663	       0.176499	      0.0720161	      0.0720122	              0	              0
