        3.68179	        3.03681	        2.62467	        3.14466	        2.35702	        1.79505	        2.86744	        1.97203	        1.24722	        4.06885	        3.49603	        3.14466	        3.59011	        2.92499	        2.49444	        3.34996	        2.62467	        2.13437	         4.6428	        4.14997	        3.85861	        4.22953	        3.68179	        3.34996	        4.02768	        3.44803	        3.09121
        3.68179	        3.14466	        2.86744	        3.03681	        2.35702	        1.97203	        2.62467	        1.79505	        1.24722	        4.06885	        3.59011	        3.34996	        3.49603	        2.92499	        2.62467	        3.14466	        2.49444	        2.13437	         4.6428	        4.22953	        4.02768	        4.14997	        3.68179	        3.44803	        3.85861	        3.34996	        3.09121
        3.03681	        2.62467	        2.56038	        2.35702	        1.79505	        1.69967	        1.97203	        1.24722	        1.10554	        3.49603	        3.14466	        3.09121	        2.92499	        2.49444	         2.4267	        2.62467	        2.13437	         2.0548	        4.14997	        3.85861	        3.81517	        3.68179	        3.34996	        3.29983	        3.44803	        3.09121	        3.03681
        3.14466	        2.86744	        2.92499	        2.35702	        1.97203	         2.0548	        1.79505	        1.24722	        1.37437	        3.59011	        3.34996	        3.39935	        2.92499	        2.62467	        2.68742	        2.49444	        2.13437	        2.21108	        4.22953	        4.02768	        4.06885	        3.68179	        3.44803	        3.49603	        3.34996	        3.09121	        3.14466
        2.62467	        2.56038	        2.86744	        1.79505	        1.69967	        2.13437	        1.24722	        1.10554	        1.69967	        3.14466	        3.09121	        3.34996	        2.49444	         2.4267	        2.74874	        2.13437	         2.0548	         2.4267	        3.85861	        3.81517	        4.02768	        3.34996	        3.29983	        3.54338	        3.09121	        3.03681	        3.29983
        2.86744	        2.92499	        3.29983	        1.97203	         2.0548	        2.56038	        1.24722	        1.37437	         2.0548	        3.34996	        3.39935	        3.72678	        2.62467	        2.68742	        3.09121	        2.13437	        2.21108	        2.68742	        4.02768	        4.06885	        4.34613	        3.44803	        3.49603	        3.81517	        3.09121	        3.14466	        3.49603
        2.56038	        2.86744	        3.44803	        1.69967	        2.13437	        2.86744	        1.10554	        1.69967	        2.56038	        3.09121	        3.34996	        3.85861	         2.4267	        2.74874	        3.34996	         2.0548	         2.4267	        3.09121	        3.81517	        4.02768	         4.4597	        3.29983	        3.54338	        4.02768	        3.03681	        3.29983	        3.81517
        2.92499	        3.29983	        3.90157	         2.0548	        2.56038	        3.29983	        1.37437	         2.0548	        2.92499	        3.39935	        3.72678	        4.26875	        2.68742	        3.09121	        3.72678	        2.21108	        2.68742	        3.39935	        4.06885	        4.34613	        4.81894	        3.49603	        3.81517	        4.34613	        3.14466	        3.49603	        4.06885
        3.14466	        2.35702	        1.79505	        2.86744	        1.97203	        1.24722	        2.92499	         2.0548	        1.37437	        3.59011	        2.92499	        2.49444	        3.34996	        2.62467	        2.13437	        3.39935	        2.68742	        2.21108	        4.22953	        3.68179	        3.34996	        4.02768	        3.44803	        3.09121	        4.06885	        3.49603	        3.14466
        3.03681	        2.35702	        1.97203	        2.62467	        1.79505	        1.24722	        2.56038	        1.69967	        1.10554	        3.49603	        2.92499	        2.62467	        3.14466	        2.49444	        2.13437	        3.09121	         2.4267	         2.0548	        4.14997	        3.68179	        3.44803	        3.85861	        3.34996	        3.09121	        3.81517	        3.29983	        3.03681
        2.35702	        1.79505	        1.69967	        1.97203	        1.24722	        1.10554	         2.0548	        1.37437	        1.24722	        2.92499	        2.49444	         2.4267	        2.62467	        2.13437	         2.0548	        2.68742	        2.21108	        2.13437	        3.68179	        3.34996	        3.29983	        3.44803	        3.09121	        3.03681	        3.49603	        3.14466	        3.09121
        2.35702	        1.97203	         2.0548	        1.79505	        1.24722	        1.37437	        1.69967	        1.10554	        1.24722	        2.92499	        2.62467	        2.68742	        2.49444	        2.13437	        2.21108	         2.4267	         2.0548	        2.13437	        3.68179	        3.44803	        3.49603	        3.34996	        3.09121	        3.14466	        3.29983	        3.03681	        3.09121
        1.79505	        1.69967	        2.13437	        1.24722	        1.10554	        1.69967	        1.37437	        1.24722	        1.79505	        2.49444	         2.4267	        2.74874	        2.13437	         2.0548	         2.4267	        2.21108	        2.13437	        2.49444	        3.34996	        3.29983	        3.54338	        3.09121	        3.03681	        3.29983	        3.14466	        3.09121	        3.34996
        1.97203	         2.0548	        2.56038	        1.24722	        1.37437	         2.0548	        1.10554	        1.24722	        1.97203	        2.62467	        2.68742	        3.09121	        2.13437	        2.21108	        2.68742	         2.0548	        2.13437	        2.62467	        3.44803	        3.49603	        3.81517	        3.09121	        3.14466	        3.49603	        3.03681	        3.09121	        3.44803
        1.69967	        2.13437	        2.86744	        1.10554	        1.69967	        2.56038	        1.24722	        1.79505	        2.62467	         2.4267	        2.74874	        3.34996	         2.0548	         2.4267	        3.09121	        2.13437	        2.49444	        3.14466	        3.29983	        3.54338	        4.02768	        3.03681	        3.29983	        3.81517	        3.09121	        3.34996	        3.85861
