     0.00386462	     0.00568052	     0.00760457	     0.00529756	     0.00942966	       0.016258	     0.00637139	      0.0134709	      0.0336774	     0.00316432	     0.00428621	     0.00529756	     0.00406451	     0.00612316	     0.00841934	     0.00466815	     0.00760457	      0.0114996	     0.00243033	     0.00304183	     0.00351853	     0.00292847	     0.00386462	     0.00466815	     0.00322934	     0.00440639	     0.00548236
     0.00386462	     0.00529756	     0.00637139	     0.00568052	     0.00942966	      0.0134709	     0.00760457	       0.016258	      0.0336774	     0.00316432	     0.00406451	     0.00466815	     0.00428621	     0.00612316	     0.00760457	     0.00529756	     0.00841934	      0.0114996	     0.00243033	     0.00292847	     0.00322934	     0.00304183	     0.00386462	     0.00440639	     0.00351853	     0.00466815	     0.00548236
     0.00521419	     0.00698028	     0.00733521	     0.00865555	      0.0149234	      0.0166453	      0.0123651	      0.0309127	      0.0393434	     0.00393434	     0.00486267	      0.0050323	     0.00562049	     0.00772817	     0.00816561	     0.00698028	      0.0105555	      0.0113889	     0.00279211	     0.00322968	     0.00330364	     0.00354736	     0.00428493	      0.0044161	     0.00404465	      0.0050323	     0.00521419
     0.00513805	     0.00617954	     0.00593878	     0.00914573	      0.0130653	      0.0120338	      0.0157685	      0.0326633	      0.0268992	     0.00394212	     0.00452759	     0.00439698	     0.00593878	     0.00737559	     0.00703517	     0.00816583	      0.0111533	      0.0103929	     0.00284029	      0.0031321	     0.00306904	     0.00374825	      0.0042737	     0.00415715	     0.00452759	     0.00531728	     0.00513805
     0.00696402	     0.00731812	     0.00583472	      0.0148886	      0.0166065	       0.010531	      0.0308407	      0.0392517	      0.0166065	     0.00485134	     0.00502057	     0.00427494	     0.00771016	     0.00814659	     0.00634955	       0.010531	      0.0113623	     0.00814659	     0.00322216	     0.00329595	     0.00295732	     0.00427494	     0.00440581	     0.00382097	     0.00502057	     0.00520204	     0.00440581
     0.00622025	      0.0059779	     0.00469692	      0.0131514	      0.0121131	     0.00780167	      0.0328785	      0.0270764	      0.0121131	     0.00455741	     0.00442595	     0.00368239	     0.00742417	     0.00708152	     0.00535231	      0.0112268	      0.0104613	     0.00708152	     0.00315273	     0.00308925	     0.00270764	     0.00430186	     0.00418453	     0.00351373	     0.00535231	     0.00517189	     0.00418453
     0.00759096	     0.00605225	     0.00418567	      0.0172256	      0.0109236	     0.00605225	      0.0407151	      0.0172256	     0.00759096	     0.00520775	     0.00443432	     0.00334229	     0.00845031	     0.00658627	     0.00443432	       0.011786	     0.00845031	     0.00520775	     0.00341883	     0.00306758	     0.00250205	     0.00457007	     0.00396342	     0.00306758	     0.00539598	     0.00457007	     0.00341883
     0.00662903	     0.00520852	      0.0037258	      0.0134325	     0.00865144	     0.00520852	      0.0300256	      0.0134325	     0.00662903	     0.00490803	     0.00408348	     0.00311241	     0.00785285	     0.00593529	     0.00408348	      0.0116008	     0.00785285	     0.00490803	     0.00342574	     0.00300256	     0.00244227	     0.00464032	     0.00389645	     0.00300256	     0.00573522	     0.00464032	     0.00342574
     0.00513805	     0.00914573	      0.0157685	     0.00617954	      0.0130653	      0.0326633	     0.00593878	      0.0120338	      0.0268992	     0.00394212	     0.00593878	     0.00816583	     0.00452759	     0.00737559	      0.0111533	     0.00439698	     0.00703517	      0.0103929	     0.00284029	     0.00374825	     0.00452759	      0.0031321	      0.0042737	     0.00531728	     0.00306904	     0.00415715	     0.00513805
     0.00521419	     0.00865555	      0.0123651	     0.00698028	      0.0149234	      0.0309127	     0.00733521	      0.0166453	      0.0393434	     0.00393434	     0.00562049	     0.00698028	     0.00486267	     0.00772817	      0.0105555	      0.0050323	     0.00816561	      0.0113889	     0.00279211	     0.00354736	     0.00404465	     0.00322968	     0.00428493	      0.0050323	     0.00330364	      0.0044161	     0.00521419
